runner,rows,secs,rows_per_sec,peak_mb,bytes_out
single,32432,8.6550452709198,3747.1785513322156,310.40625,7887814
multi,32432,10.10304594039917,3210.121006211976,199.203125,7887814
ray,32432,87.23585486412048,371.77373971420855,182.84375,7887814
single,1000,0.6030278205871582,1658.2982838607952,308.34375,1351745,1000,1000,1000
multi,1000,5.18954610824585,192.69507951978022,203.484375,1351745,1000,1000,1000
ray,1000,13.926404237747192,71.80604432618173,111.390625,1351745,1000,1000,1000
single,100,0.12879514694213867,776.4267705282799,357.875,123127,100,100,100
single,50,0.08200502395629883,609.7187414596137,354.25,66520,50,50,50
